name,country,greater-region,coordinates,spotIDs,telegram-link
Southern San Diego,US,CA,"[{""point1"": ""32.54588706367171, -117.08878025496408"", ""point2"": ""32.79183471108986, -117.31341935627523""}]","[{""name"": ""Imperial Beach"", ""ID"": 63}, {""name"": ""Coronado"", ""ID"": 166}, {""name"": ""Point Loma (Ralph's)"", ""ID"": 528}, {""name"": ""Pianos"", ""ID"": 913}, {""name"": ""Garbage"", ""ID"": 1134}, {""name"": ""Little Waimea"", ""ID"": 1316}, {""name"": ""Avalanche"", ""ID"": 1913}, {""name"": ""Sunset Cliffs - Osprey"", ""ID"": 1918}, {""name"": ""Santa Clara Court"", ""ID"": 2174}, {""name"": ""Coronado Silver Strand State Beach"", ""ID"": 2178}, {""name"": ""El Carmel Point"", ""ID"": 2348}, {""name"": ""South Mission beach"", ""ID"": 2870}, {""name"": ""Sloughs"", ""ID"": 3148}, {""name"": ""Donuts"", ""ID"": 4545}, {""name"": ""O.B. Jetty"", ""ID"": 6091}, {""name"": ""Bird Shit"", ""ID"": 6509}, {""name"": ""OB pier"", ""ID"": 7162}, {""name"": ""Pescedero (Pesky)"", ""ID"": 7316}, {""name"": ""No Surf"", ""ID"": 7705}, {""name"": ""Mission Beach"", ""ID"": 7746}, {""name"": ""Ab"", ""ID"": 8146}, {""name"": ""O.B."", ""ID"": 8351}]",
Northern San Diego,US,CA,"[{""point1"": ""32.791257493739316, -117.22134486796952"", ""point2"": ""32.899421856524, -117.31541057575424""}]","[{""name"": ""Scripps"", ""ID"": 248}, {""name"": ""Horseshoe"", ""ID"": 296}, {""name"": ""Windansea"", ""ID"": 636}, {""name"": ""Hennemans"", ""ID"": 882}, {""name"": ""Big Rock"", ""ID"": 1051}, {""name"": ""Marine Street (shorebreak)"", ""ID"": 1535}, {""name"": ""PB Pier"", ""ID"": 1767}, {""name"": ""Little Point"", ""ID"": 1798}, {""name"": ""Law Street"", ""ID"": 1863}, {""name"": ""North Scripps"", ""ID"": 2762}, {""name"": ""Hogans"", ""ID"": 2841}, {""name"": ""Diamond Street"", ""ID"": 3180}, {""name"": ""Tourmaline"", ""ID"": 4962}, {""name"": ""Birdrock"", ""ID"": 5062}, {""name"": ""La Jolla Shores"", ""ID"": 5245}, {""name"": ""La Jolla Cove"", ""ID"": 6319}, {""name"": ""Emery's Left"", ""ID"": 6562}, {""name"": ""Blacks Beach"", ""ID"": 8330}]",
San Clemente,US,CA,"[{""point1"": ""33.31446314195091, -117.47797136228988"", ""point2"": ""33.440609485232464, -117.72789776837485""}]","[{""name"": ""T Street"", ""ID"": 115}, {""name"": ""Upper Trestles"", ""ID"": 130}, {""name"": ""Birdhits"", ""ID"": 1170}, {""name"": ""Church (Trestles)"", ""ID"": 2353}, {""name"": ""Trails - San Onofre State Beach"", ""ID"": 2573}, {""name"": ""San Clemente Pier"", ""ID"": 2656}, {""name"": ""Cottons"", ""ID"": 3219}, {""name"": ""State park"", ""ID"": 3416}, {""name"": ""San Onofre"", ""ID"": 3988}, {""name"": ""Riviera"", ""ID"": 5171}, {""name"": ""Linda Lane Beach"", ""ID"": 6036}, {""name"": ""Trestles"", ""ID"": 9443}]",
Dana Point,US,CA,"[{""point1"": ""33.4480578171802, -117.68331277046006"", ""point2"": ""33.514778156395266, -117.78149814427917""}]","[{""name"": ""Salt Creek Heroins"", ""ID"": 1260}, {""name"": ""Salt Creek Point"", ""ID"": 2374}, {""name"": ""Dana Point"", ""ID"": 3369}, {""name"": ""Salt Creek- Middles"", ""ID"": 3689}, {""name"": ""Salt Creek : Gravels"", ""ID"": 6365}, {""name"": ""Thousand steps"", ""ID"": 7084}, {""name"": ""Three Arch Bay"", ""ID"": 8238}]",
Newport Beach,US,CA,"[{""point1"": ""33.58562290773518, -117.86823110021908"", ""point2"": ""33.6393757436595, -117.97534241711264""}]","[{""name"": ""Middles"", ""ID"": 928}, {""name"": ""Cylinders"", ""ID"": 3121}, {""name"": ""Newport - 15th Street"", ""ID"": 3346}, {""name"": ""Newport Beach River Jetties"", ""ID"": 4606}, {""name"": ""36th street"", ""ID"": 6194}, {""name"": ""40th Street"", ""ID"": 6757}, {""name"": ""Newport beach"", ""ID"": 7122}, {""name"": ""Blackies"", ""ID"": 8763}, {""name"": ""56th St."", ""ID"": 8865}, {""name"": ""The Wedge"", ""ID"": 9442}]",
Laguna Beach,US,CA,"[{""point1"": ""33.52113252206044, -117.75565365133069"", ""point2"": ""33.572065042619506, -117.85998785893793""}]","[{""name"": ""Thaila Street"", ""ID"": 1304}, {""name"": ""Crescent bay"", ""ID"": 4202}, {""name"": ""Scotchmans Cove"", ""ID"": 8750}, {""name"": ""Brooks Street"", ""ID"": 9141}]",
Encinitas Region,US,CA,"[{""point1"": ""33.01187358842105, -117.27827317686256"", ""point2"": ""33.08650777711274, -117.32634541215829""}]","[{""name"": ""Encinitas - D Street"", ""ID"": 1434}, {""name"": ""D Street"", ""ID"": 1584}, {""name"": ""Suckouts"", ""ID"": 1638}, {""name"": ""Turtles"", ""ID"": 4197}, {""name"": ""Cardiff reef"", ""ID"": 5783}, {""name"": ""Beacons"", ""ID"": 6420}, {""name"": ""Swamis"", ""ID"": 7247}, {""name"": ""Leucadia"", ""ID"": 7401}, {""name"": ""Grandview"", ""ID"": 7419}, {""name"": ""Boneyards"", ""ID"": 8110}, {""name"": ""Tippers"", ""ID"": 8341}, {""name"": ""Pipes - San elijo state beach"", ""ID"": 9438}]",
Oceanside Carlsbad Region,US,CA,"[{""point1"": ""33.08918290126594, -117.30931674612548"", ""point2"": ""33.228033482754284, -117.42233500399674""}]","[{""name"": ""Dutches A-Frame"", ""ID"": 438}, {""name"": ""South Carlsbad State Beach"", ""ID"": 1605}, {""name"": ""Camp Pendelton"", ""ID"": 2082}, {""name"": ""Tamarack st."", ""ID"": 2337}, {""name"": ""Terra Mar Cove + Point"", ""ID"": 2775}, {""name"": ""Ponto"", ""ID"": 5430}, {""name"": ""Cassidy"", ""ID"": 6389}, {""name"": ""Oceanside Pier"", ""ID"": 7447}, {""name"": ""Del Mar Jetties"", ""ID"": 7722}, {""name"": ""Warm Water Jetties"", ""ID"": 8999}]",
Del Mar and Solana Region,US,CA,"[{""point1"": ""32.92227810077406, -117.2502316101722"", ""point2"": ""33.00929686740774, -117.2897804082929""}]","[{""name"": ""Del Mar"", ""ID"": 1314}, {""name"": ""Fletchers Cove"", ""ID"": 4683}, {""name"": ""Tabletops  Playgrounds"", ""ID"": 4714}, {""name"": ""North Torrey Pines"", ""ID"": 5816}, {""name"": ""Cherry Hill"", ""ID"": 6569}, {""name"": ""15th St."", ""ID"": 6853}, {""name"": ""Torrey Pines State Beach"", ""ID"": 8155}, {""name"": ""Seaside Reef"", ""ID"": 8273}]",
Huntington and Long Beach,US,CA,"[{""point1"": ""33.642977115057214, -117.98784104696118"", ""point2"": ""33.758998149138364, -118.16663455913884""}]","[{""name"": ""Seal Beach Pier Northside"", ""ID"": 268}, {""name"": ""Sunset Beach usa north OC"", ""ID"": 3021}, {""name"": ""Bolsa Chica"", ""ID"": 3078}, {""name"": ""Ray Bay"", ""ID"": 3527}, {""name"": ""Seal Beach"", ""ID"": 3530}, {""name"": ""17th Street"", ""ID"": 4732}, {""name"": ""Huntington Beach"", ""ID"": 5324}, {""name"": ""Anderson Street"", ""ID"": 6404}, {""name"": ""Long Beach"", ""ID"": 7290}]",
Redondo Region,US,CA,"[{""point1"": ""33.75608671759965, -118.45276822076133"", ""point2"": ""33.86933232359293, -118.3806740651599""}]","[{""name"": ""Exiles"", ""ID"": 2358}, {""name"": ""Torrance Beach The Avenues"", ""ID"": 3177}, {""name"": ""Indicator"", ""ID"": 4198}, {""name"": ""Haggarty's"", ""ID"": 4776}, {""name"": ""Wallys"", ""ID"": 5381}, {""name"": ""Lunada Bay"", ""ID"": 5458}, {""name"": ""Pipes & Turbos"", ""ID"": 5518}, {""name"": ""Palos Verde - Bluff Cove"", ""ID"": 5747}, {""name"": ""Hermosa Beach Pier"", ""ID"": 5911}, {""name"": ""Burnout"", ""ID"": 6172}, {""name"": ""Redondo Beach"", ""ID"": 8097}, {""name"": ""Rat Beach"", ""ID"": 9007}]",
Manhattan and El Segundo,US,CA,"[{""point1"": ""33.87568900996514, -118.4069578290609"", ""point2"": ""33.96050420338676, -118.4617150567677""}]","[{""name"": ""El Porto"", ""ID"": 1598}, {""name"": ""Gillis"", ""ID"": 2043}, {""name"": ""Hammerland"", ""ID"": 5322}, {""name"": ""El Segundo Beach Jetty"", ""ID"": 5433}, {""name"": ""Pipe"", ""ID"": 5810}, {""name"": ""Manhattan Beach Pier"", ""ID"": 7423}, {""name"": ""Dockweiler Beach"", ""ID"": 7568}, {""name"": ""Manhattan 26th street"", ""ID"": 9390}]",
Venice Region,US,CA,"[{""point1"": ""33.97069800985228, -118.46308884828969"", ""point2"": ""34.01342458415825, -118.51369208779332""}]","[{""name"": ""Santa Monica - Samo 20"", ""ID"": 345}, {""name"": ""Venice - Rose Avenue"", ""ID"": 3687}, {""name"": ""Ocean Park, Santa Monica"", ""ID"": 3920}, {""name"": ""Venice Pier"", ""ID"": 4584}, {""name"": ""Venice Breakwater"", ""ID"": 4639}, {""name"": ""Bay Street, Santa Monica"", ""ID"": 7115}]",
San Pedro Region,US,CA,"[{""point1"": ""33.69498034556023, -118.25948736065726"", ""point2"": ""33.7512340720483, -118.42015433599758""}]","[{""name"": ""Bee Hives"", ""ID"": 233}, {""name"": ""T C's"", ""ID"": 465}, {""name"": ""Abalone Cove"", ""ID"": 556}, {""name"": ""Cabrillo Point"", ""ID"": 957}, {""name"": ""cabrillo beach"", ""ID"": 3160}, {""name"": ""TCs"", ""ID"": 6623}, {""name"": ""Pickles"", ""ID"": 6812}, {""name"": ""Japs Cove"", ""ID"": 7492}]",
Malibu Region,US,CA,"[{""point1"": ""34.02016890695229, -118.83603936426604"", ""point2"": ""34.12414021124977, -119.13253472521376""}]","[{""name"": ""Deadman's"", ""ID"": 1448}, {""name"": ""Murphy's"", ""ID"": 1664}, {""name"": ""Heavens"", ""ID"": 1704}, {""name"": ""Marshalls"", ""ID"": 2315}, {""name"": ""County Line"", ""ID"": 3354}, {""name"": ""Zeroes"", ""ID"": 3616}, {""name"": ""Zuma Beach"", ""ID"": 4570}, {""name"": ""Point Mugu"", ""ID"": 6019}, {""name"": ""Staircases"", ""ID"": 6101}, {""name"": ""Super Tubes"", ""ID"": 6209}, {""name"": ""Leo Carillo"", ""ID"": 6667}, {""name"": ""Deer Creek"", ""ID"": 8370}]",
Oxnard,US,CA,"[{""point1"": ""34.11271418642227, -119.1505261050998"", ""point2"": ""34.213278531085834, -119.27082035120796""}]","[{""name"": ""Silverstrand"", ""ID"": 1054}, {""name"": ""Arnold"", ""ID"": 5840}, {""name"": ""Oxnard Shores"", ""ID"": 6734}, {""name"": ""Hollywood Beach"", ""ID"": 9258}]",
East Malibu Region,US,CA,"[{""point1"": ""33.98834912987373, -118.83304279360487"", ""point2"": ""34.062330154520346, -118.50880979315187""}]","[{""name"": ""The Hut - Paradise Cove"", ""ID"": 36}, {""name"": ""Malibu"", ""ID"": 652}, {""name"": ""Latigo Point"", ""ID"": 695}, {""name"": ""Topanga Point"", ""ID"": 970}, {""name"": ""Point Dume - Little Dume"", ""ID"": 3471}, {""name"": ""Will Rogers"", ""ID"": 5821}, {""name"": ""Westward Beach"", ""ID"": 6524}, {""name"": ""Sunset"", ""ID"": 9349}]",
Ventura Region,US,CA,"[{""point1"": ""34.32954480922006, -119.4058363184499"", ""point2"": ""34.248986920577984, -119.27641014387018""}]","[{""name"": ""Emma Wood"", ""ID"": 245}, {""name"": ""Ventura Point"", ""ID"": 709}, {""name"": ""Mondos"", ""ID"": 1384}, {""name"": ""Pitas Point"", ""ID"": 2152}, {""name"": ""Faria"", ""ID"": 2401}]",
Rincon Region,US,CA,"[{""point1"": ""34.332493365790235, -119.40432581824007"", ""point2"": ""34.426565390482985, -119.58992103619116""}]","[{""name"": ""Serena's"", ""ID"": 1010}, {""name"": ""Rincon"", ""ID"": 1805}, {""name"": ""Hobson's"", ""ID"": 2071}, {""name"": ""Little Rincon"", ""ID"": 2470}, {""name"": ""Carpinteria Beach"", ""ID"": 3761}, {""name"": ""Jelly Bowl"", ""ID"": 5929}, {""name"": ""Santa Clause"", ""ID"": 8010}, {""name"": ""Rincon"", ""ID"": 9174}]",
Santa Barbara,US,CA,"[{""point1"": ""34.38764600734706, -119.59637805023526"", ""point2"": ""34.43064324221109, -119.81465169524228""}]","[{""name"": ""Sandspit"", ""ID"": 31}, {""name"": ""Shelves"", ""ID"": 3094}, {""name"": ""Leadbetter"", ""ID"": 4071}, {""name"": ""Hendry's beach - arroyo burro"", ""ID"": 5136}, {""name"": ""Hammonds Reef"", ""ID"": 5228}, {""name"": ""Fernald Point"", ""ID"": 7210}, {""name"": ""Mesa Lane"", ""ID"": 8175}, {""name"": ""More Mesa"", ""ID"": 8479}]",
Goleta Region,US,CA,"[{""point1"": ""34.39608857535114, -119.81801609545647"", ""point2"": ""34.52760324447252, -120.1893655216136""}]","[{""name"": ""Seals"", ""ID"": 376}, {""name"": ""Depressions"", ""ID"": 2068}, {""name"": ""Rockpile"", ""ID"": 2665}, {""name"": ""Devereux"", ""ID"": 4078}, {""name"": ""ED's"", ""ID"": 4122}, {""name"": ""Sands"", ""ID"": 4977}, {""name"": ""Goleta Rock"", ""ID"": 5397}, {""name"": ""Driftwoods"", ""ID"": 5587}, {""name"": ""Tajuigas Ranch"", ""ID"": 6011}, {""name"": ""Refugio"", ""ID"": 6573}, {""name"": ""Campus Point"", ""ID"": 8847}, {""name"": ""El Capitan"", ""ID"": 9123}]",
Vandenburg,US,CA,"[{""point1"": ""34.39127228876738, -120.38435235159413"", ""point2"": ""35.01042727014349, -120.70747156219122""}]","[{""name"": ""Tarantulas"", ""ID"": 2631}, {""name"": ""Main Street"", ""ID"": 3823}, {""name"": ""Boat House"", ""ID"": 3868}, {""name"": ""Whitey's"", ""ID"": 4911}, {""name"": ""Del Morida"", ""ID"": 5503}, {""name"": ""Jalama"", ""ID"": 5927}, {""name"": ""Silos"", ""ID"": 6501}, {""name"": ""Purisima Point Peak"", ""ID"": 6876}, {""name"": ""Surf beach"", ""ID"": 7133}]",
Pismo Beach Region,US,CA,"[{""point1"": ""35.07423427481082, -120.61553401045009"", ""point2"": ""35.18795107180846, -120.78726076451964""}]","[{""name"": ""Pismo Beach"", ""ID"": 808}, {""name"": ""Sand Spit - Port San Luis"", ""ID"": 1336}, {""name"": ""Hippo Rock"", ""ID"": 1483}, {""name"": ""Oceano"", ""ID"": 2320}, {""name"": ""Sewers"", ""ID"": 8532}]",
Morro Bay Region,US,CA,"[{""point1"": ""35.259188666136815, -120.84227608096757"", ""point2"": ""35.471407443308024, -120.94526773182675""}]","[{""name"": ""Cayucos"", ""ID"": 1243}, {""name"": ""Hazard Canyon"", ""ID"": 2464}, {""name"": ""Widdows"", ""ID"": 4742}, {""name"": ""The Pit"", ""ID"": 5035}, {""name"": ""Mouse Rock"", ""ID"": 6203}, {""name"": ""Left Spot"", ""ID"": 6482}, {""name"": ""A-Beach"", ""ID"": 9081}, {""name"": ""Sand Spit"", ""ID"": 9423}]",
State Park,US,CA,"[{""point1"": ""35.520490886459555, -121.04661543708067"", ""point2"": ""36.490206986221935, -122.02167665138654""}]","[{""name"": ""Boners"", ""ID"": 491}, {""name"": ""Andrew molera state beach"", ""ID"": 3149}, {""name"": ""Ponytails"", ""ID"": 3273}, {""name"": ""Garrapata"", ""ID"": 4495}, {""name"": ""San Simeon Point"", ""ID"": 6777}, {""name"": ""Fullers"", ""ID"": 6930}, {""name"": ""Sand Dollar Beach"", ""ID"": 7975}, {""name"": ""Moonstone"", ""ID"": 8659}]",
Monterey,US,CA,"[{""point1"": ""36.508753127951984, -122.01895332123571"", ""point2"": ""36.86555860986715, -121.73057669882998""}]","[{""name"": ""Lover's Point"", ""ID"": 1246}, {""name"": ""Carmel"", ""ID"": 2836}, {""name"": ""Ghost tree"", ""ID"": 3383}, {""name"": ""Asilomar"", ""ID"": 3544}, {""name"": ""The Wharf"", ""ID"": 3998}, {""name"": ""Del Monte Beach"", ""ID"": 4336}, {""name"": ""Seaside"", ""ID"": 8004}, {""name"": ""Marina"", ""ID"": 8335}, {""name"": ""Moss Landing"", ""ID"": 8548}]",
Santa Cruz,US,CA,"[{""point1"": ""36.919430607698104, -121.84451314502526"", ""point2"": ""36.99306545610833, -122.13755873484214""}]","[{""name"": ""Santa Maria's"", ""ID"": 39}, {""name"": ""Murph Bar"", ""ID"": 206}, {""name"": ""26th Ave."", ""ID"": 346}, {""name"": ""4 Mile"", ""ID"": 603}, {""name"": ""Santa Cruz - 41st privates"", ""ID"": 1266}, {""name"": ""Cowells cove"", ""ID"": 4508}, {""name"": ""Blacks"", ""ID"": 4842}, {""name"": ""3 Mile"", ""ID"": 5054}, {""name"": ""Manresa"", ""ID"": 5350}, {""name"": ""The Wedge"", ""ID"": 5496}, {""name"": ""Mitchell's Cove"", ""ID"": 6065}, {""name"": ""Seacliff Beach"", ""ID"": 6517}, {""name"": ""Steamer Lane"", ""ID"": 6784}, {""name"": ""Santa Cruz - Sunny Cove"", ""ID"": 7616}, {""name"": ""Pleasure Point"", ""ID"": 7845}, {""name"": ""Natural Bridges"", ""ID"": 8055}, {""name"": ""Capitola jetty"", ""ID"": 8567}, {""name"": ""The Hook"", ""ID"": 8878}, {""name"": ""Santa Cruz - RockView St"", ""ID"": 9178}]",
Davenport Region,US,CA,"[{""point1"": ""36.975513687523694, -122.14579868794844"", ""point2"": ""37.158456006782856, -122.36777777413661""}]","[{""name"": ""Ano Nuevo"", ""ID"": 566}, {""name"": ""Scott's Creek"", ""ID"": 615}, {""name"": ""Laguna Creek"", ""ID"": 1296}, {""name"": ""Shaks"", ""ID"": 1881}, {""name"": ""Waddell Creek"", ""ID"": 3058}, {""name"": ""Davenport"", ""ID"": 5511}, {""name"": ""Greyhound Rock"", ""ID"": 7890}]",
Half Moon Bay,US,CA,"[{""point1"": ""37.33675300166603, -122.37170464757156"", ""point2"": ""37.52541101424868, -122.53814265683351""}]","[{""name"": ""Princeton Breakwater"", ""ID"": 1275}, {""name"": ""Mavericks"", ""ID"": 3285}, {""name"": ""Tunitas Creek"", ""ID"": 3392}, {""name"": ""Francis Beach"", ""ID"": 9463}]",
Pacifica,US,CA,"[{""point1"": ""37.536737126027624, -122.54129718646344"", ""point2"": ""37.65968902749375, -122.47332269689636""}]","[{""name"": ""Pedro Point"", ""ID"": 1648}, {""name"": ""Linda Mar"", ""ID"": 3525}, {""name"": ""Rockaway Beach"", ""ID"": 3751}, {""name"": ""Sharp Park"", ""ID"": 4284}, {""name"": ""Montara"", ""ID"": 8606}, {""name"": ""Linda Mar"", ""ID"": 8737}, {""name"": ""Gray Whale Cove"", ""ID"": 8912}]",
Ocean Beach / SF,US,CA,"[{""point1"": ""37.71793847764276, -122.40952833519532"", ""point2"": ""37.863145101052794, -122.60803728914502""}]","[{""name"": ""Fort Cronkite (Rodeo Beach)"", ""ID"": 2096}, {""name"": ""Ocean Beach"", ""ID"": 2403}, {""name"": ""Fort Point"", ""ID"": 2837}]",
North of SF,US,CA,"[{""point1"": ""37.88070679347662, -122.6357763695857"", ""point2"": ""38.586175945813686, -123.3696915307518""}]","[{""name"": ""North beach, pt reyes"", ""ID"": 192}, {""name"": ""Russian Rivermouth"", ""ID"": 2123}, {""name"": ""Salmon Creek"", ""ID"": 3208}, {""name"": ""Doran Beach"", ""ID"": 3591}, {""name"": ""Bolinas"", ""ID"": 4432}, {""name"": ""RCA"", ""ID"": 4838}, {""name"": ""Double point"", ""ID"": 5896}, {""name"": ""Drakes Bay"", ""ID"": 6980}, {""name"": ""Dillon Beach"", ""ID"": 8031}, {""name"": ""Stinson Beach"", ""ID"": 8257}, {""name"": ""Bill's Bowls"", ""ID"": 9333}]",
Fort Bragg Region,US,CA,"[{""point1"": ""38.87200405823424, -123.63697517905389"", ""point2"": ""39.524170381105904, -123.9121767553402""}]","[{""name"": ""Caspar"", ""ID"": 239}, {""name"": ""Jug Handle State Beach"", ""ID"": 387}, {""name"": ""Hare Creek"", ""ID"": 4650}, {""name"": ""Big River"", ""ID"": 6647}, {""name"": ""Manchester Beach"", ""ID"": 8349}, {""name"": ""Point Arena Cove"", ""ID"": 8367}]",
Shelter Cove,US,CA,"[{""point1"": ""39.6035719733622, -123.71005296165254"", ""point2"": ""40.10958800662886, -124.17639920703186""}]","[{""name"": ""Deadman's"", ""ID"": 330}, {""name"": ""Gale Point"", ""ID"": 1722}, {""name"": ""Usal Beach"", ""ID"": 2929}, {""name"": ""No Pass"", ""ID"": 3054}, {""name"": ""McKee's Creek"", ""ID"": 5635}, {""name"": ""Third Reef"", ""ID"": 5683}]",
Eureka Region,US,CA,"[{""point1"": ""40.284554306965845, -124.5461662006981"", ""point2"": ""41.11722803227606, -124.04345250975838""}]","[{""name"": ""Trinidad State Beach"", ""ID"": 540}, {""name"": ""South Jetty - Table Bluff"", ""ID"": 1841}, {""name"": ""Moonstone"", ""ID"": 1972}, {""name"": ""Harbor  Entrance"", ""ID"": 3005}, {""name"": ""Little river - Clam Beach"", ""ID"": 4250}, {""name"": ""Camel Rock"", ""ID"": 4368}, {""name"": ""North jetty"", ""ID"": 7450}, {""name"": ""Bunkers"", ""ID"": 7862}, {""name"": ""Cape Mendocino"", ""ID"": 8730}]",
Gold Bluffs Region,US,CA,"[{""point1"": ""41.11722801648944, -124.21922478921641"", ""point2"": ""41.670449816682954, -124.01681183120186""}]","[{""name"": ""Wilson Creek"", ""ID"": 269}, {""name"": ""Dry Lagoon"", ""ID"": 1174}, {""name"": ""Stone Lagoon"", ""ID"": 2724}, {""name"": ""redwood creek"", ""ID"": 3799}, {""name"": ""Gold Bluffs Beach"", ""ID"": 6113}, {""name"": ""Big Lagoon"", ""ID"": 8051}, {""name"": ""Klamath Rivermouth"", ""ID"": 8729}]",
Cresent City Region,US,CA,"[{""point1"": ""41.68347651382075, -124.11823700962437"", ""point2"": ""41.98879191909617, -124.41773877432738""}]","[{""name"": ""Clifford Kamph Memorial Park"", ""ID"": 156}, {""name"": ""Whaler Island"", ""ID"": 1680}, {""name"": ""Crescent City South Beach"", ""ID"": 2414}, {""name"": ""Point Saint George"", ""ID"": 3161}, {""name"": ""Garth's Reef"", ""ID"": 3485}, {""name"": ""Lake Talawa"", ""ID"": 3850}, {""name"": ""Enderts Beach"", ""ID"": 5106}, {""name"": ""Pelican Beach"", ""ID"": 5475}, {""name"": ""Saint George Reef Lighthouse"", ""ID"": 8564}]",
South Oregon,US,CA,"[{""point1"": ""41.99195614497282, -124.19226491533995"", ""point2"": ""43.20117227700009, -124.64250747562939""}]","[{""name"": ""Port Orford"", ""ID"": 218}, {""name"": ""Bandon Beaches"", ""ID"": 396}, {""name"": ""Brookings Sporthaven Beach"", ""ID"": 764}, {""name"": ""Cape Sebastian"", ""ID"": 1853}, {""name"": ""State Line"", ""ID"": 2701}, {""name"": ""Nesika Beach"", ""ID"": 2919}, {""name"": ""Gold Beach South Jetty"", ""ID"": 4236}, {""name"": ""Rainbow Rock"", ""ID"": 5175}, {""name"": ""Frankport"", ""ID"": 9021}]",
North Bend Region,US,CA,"[{""point1"": ""43.254405200862706, -124.5375786650928"", ""point2"": ""44.438486508573774, -123.86048983405641""}]","[{""name"": ""Coos Bay - Bastendorf Beach"", ""ID"": 1192}, {""name"": ""Florence South jetty"", ""ID"": 1423}, {""name"": ""Simpson Reef"", ""ID"": 1529}, {""name"": ""Coos Bay North"", ""ID"": 7164}, {""name"": ""Yachats"", ""ID"": 7400}, {""name"": ""Winchester Bay - South Umpqua Jetty"", ""ID"": 7990}, {""name"": ""Florence North Jetty"", ""ID"": 8594}]",
Newport and Lincoln City,US,CA,"[{""point1"": ""44.499639721009714, -124.19246478890312"", ""point2"": ""45.39844985123635, -123.84915928603914""}]","[{""name"": ""Moolack"", ""ID"": 98}, {""name"": ""Pacific City - Gas Chambers"", ""ID"": 580}, {""name"": ""Otter Rock"", ""ID"": 1098}, {""name"": ""Lincoln City - Gleneden"", ""ID"": 1132}, {""name"": ""Cape Lookout"", ""ID"": 2168}, {""name"": ""Lincoln City"", ""ID"": 3356}, {""name"": ""Lincoln City - Canyons"", ""ID"": 3735}, {""name"": ""Agate Beach North"", ""ID"": 3770}, {""name"": ""Newport The Box"", ""ID"": 3876}, {""name"": ""Devil's Punch - Beverly Beach"", ""ID"": 5125}, {""name"": ""Avalanche"", ""ID"": 5705}, {""name"": ""Agate Beach"", ""ID"": 6296}, {""name"": ""Boiler bay"", ""ID"": 6450}, {""name"": ""Lincolne City - Nelscott Reef"", ""ID"": 6987}, {""name"": ""Newport South Beach"", ""ID"": 9122}, {""name"": ""Lincoln City - Roads End"", ""ID"": 9266}, {""name"": ""Pacific City - Point Break, Cape Kiwanda"", ""ID"": 9376}]",
Seaside,US,OR,"[{""point1"": ""45.68565246150534, -123.86824379458646"", ""point2"": ""46.06713298057747, -124.11405053463707""}]","[{""name"": ""Needles"", ""ID"": 424}, {""name"": ""smugglers cove"", ""ID"": 2259}, {""name"": ""Neakahine point"", ""ID"": 2485}, {""name"": ""Cannon beach"", ""ID"": 2705}, {""name"": ""Seaside Cove"", ""ID"": 5162}, {""name"": ""Arcadia"", ""ID"": 5252}, {""name"": ""Seaside Point"", ""ID"": 5704}, {""name"": ""Short Sands"", ""ID"": 8789}, {""name"": ""Indian Head"", ""ID"": 9435}]",
Westport Region,US,OR,"[{""point1"": ""46.1524385094381, -123.86402561895764"", ""point2"": ""47.56911374452897, -124.53824483731607""}]","[{""name"": ""Ocean Shores"", ""ID"": 243}, {""name"": ""Damon Point"", ""ID"": 719}, {""name"": ""long beach"", ""ID"": 1568}, {""name"": ""The Groins"", ""ID"": 2339}, {""name"": ""Ocean Park"", ""ID"": 3456}, {""name"": ""Fort Canby- \""A\"" jetty"", ""ID"": 4948}, {""name"": ""Cape Elizabeth"", ""ID"": 4987}, {""name"": ""Half Moon Bay"", ""ID"": 6831}, {""name"": ""Point Grenville"", ""ID"": 7533}, {""name"": ""Westport"", ""ID"": 8040}, {""name"": ""The Cape"", ""ID"": 8373}]",
Olympic Coast,US,OR,"[{""point1"": ""47.82126957575633, -122.46412977479824"", ""point2"": ""48.68443293102328, -124.9688867236938""}]","[{""name"": ""Hoko river  Kydaka"", ""ID"": 56}, {""name"": ""Neah Bay - Hobuck"", ""ID"": 285}, {""name"": ""Neah Bay -3rd Beach"", ""ID"": 606}, {""name"": ""The Dump"", ""ID"": 611}, {""name"": ""Sand Point"", ""ID"": 711}, {""name"": ""Twins"", ""ID"": 897}, {""name"": ""Elwha"", ""ID"": 1000}, {""name"": ""Deep Creek"", ""ID"": 1049}, {""name"": ""China Beach"", ""ID"": 1060}, {""name"": ""Sombrio Beach"", ""ID"": 2526}, {""name"": ""Super Green"", ""ID"": 2964}, {""name"": ""lyre  river"", ""ID"": 3036}, {""name"": ""Port Renfrew"", ""ID"": 4220}, {""name"": ""La Push"", ""ID"": 4349}, {""name"": ""Witty's Lagoon"", ""ID"": 4708}, {""name"": ""Whiskey Creek"", ""ID"": 5537}, {""name"": ""Jordan river"", ""ID"": 5632}, {""name"": ""Midgets"", ""ID"": 5841}, {""name"": ""Pillar Point"", ""ID"": 6520}, {""name"": ""Crescent"", ""ID"": 6553}, {""name"": ""Fort. Ebey"", ""ID"": 8069}]",
